id,url,contact_city,contact_state,cleanLoc,fullDes,manualLoc
45024222,https://www.petfinder.com/dog/penelope-45024222/ct/enfield/yappy-tails-animal-rescue-inc-ct585/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Enfield,Connecticut,Alabama,"**Please note: Due to strict import and quarantine laws, we are unable to adopt to Massachusetts residents.**Please welcome Penelope to the Yappy Tails Family. Penelope joins us from Alabama. She is 12 weeks old and is spayed, UTD on all age-appropriate shots; she is also on heartworm and flea and tick preventative.This sweet girl has had a tough beginning, but despite that, she is as sweet as can be. Penelope & her sisters were dumped in the arms of an animal-loving Good Samaritan in Alabama, who found a rescue in NY that committed to take these puppies.When the girls were brought to the vet, it was discovered that sweet Penelope has a condition called Cerebellar Hypoplasia, which is a congenital disorder with no cure. She is developmentally delayed, however her condition will and has improved as she's gotten older. Despite this, she's the sweetest & happiest little girl. PLEASE NOTE: SHE REQUIRES NO MEDICATION. Penelope simply is developing at her own pace.Upon hearing of her condition, the NY rescue REFUSED to take her!! Can you imagine?! Poor Penelope was left behind and we decided to welcome her to the YTAR family.Please consider making this sweet girl part of your family. To apply, visithttps://yappytails.org/adoption-process. Our adoption fee is $450.00.",
45024221,https://www.petfinder.com/dog/gracie-45024221/ct/enfield/yappy-tails-animal-rescue-inc-ct585/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Enfield,Connecticut,Alabama,"**Please note: Due to strict import and quarantine laws, we are unable to adopt to Massachusetts residents.**Friends, meet Gracie!!Gracie is a 1-2 year old Border Collie mix. She joins us from Alabama. She is an absolutely wonderful girl & a delight to be around. She is housebroken, good with dogs, kids, and adults. Gracie weighs about 52 lbs.She is spayed, heartworm negative, and UTD on all shots. She is on flea and tick preventative and heartworm preventative.To make Gracie part of your family, please apply online at yappytails.org/adoption-process/. Our adoption fee is $450.00.",
45023807,https://www.petfinder.com/dog/henry-45023807/ny/patterson/happy-life-animal-rescue-ny1334/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Patterson,New York,Alabama,Please go to happylifeanimalrescue.org and fill out a pre adoption form prior to event or appointment. Priority goes to pre approved applications. Henry is a fun guy who just came into foster and got along beautifully with the other dogs. He would make a great addition to your family . Henry is from Alabama.,
45015813,https://www.petfinder.com/dog/ava-45015813/nj/lodi/animal-rescue-r-us-nj623/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Lodi,New Jersey,Alabama,"Ava (24lbs.) is a 14 week old, mixed breed that came into the rescue from rural Alabama. While Ava's ancestry is a mystery, we can tell you that this chunky monkey has an incredibly sweet disposition. She loves to be pet and will almost always curl up in your arms. Ava enjoys tossing around her toys and romping around in the yard. She has been well-socialized with other animals and would likely do well in a home with respectful children.If you are interested in meeting and/or potentially adopting this rescue pet, please complete our online application at www.arrus.org. You will be notified via email of your application status prior to our next upcoming event. If you do not receive a response within this timeframe, please send a follow-up email to arrusadopt@gmail.com. Additional information and/or medical records for this rescue pet are available and will be reviewed in person should we choose to move forward in scheduling a meet n’ greet. In the meantime, please feel free to follow us on follow us on Instagram (animal_rescue_r_us) and visit our Facebook page at www.facebook.com/arrusadopt for more pictures and posts from his/her foster family. HELP US, HELP THEM! Animal Rescue R Us is a 501(c)(3) non-profit organization. We do not receive county, state or federal funding and rely solely on donations. These donations help offset the cost of routine veterinary care, medical expenses, and other necessities while the rescue animal is in our care. To make a secure donation, please visit www.arrus.org/donate . Alternatively, you may visit our Amazon Wishlist (http://www.amazon.com/registry/wishlist/C36VRV500R85) for a current list of needed supplies! All donations are tax-deductible and all are greatly appreciated. Thank you for your support!",
45004161,https://www.petfinder.com/dog/maggie-45004161/ma/douglas/dog-orphans-inc-ma17/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Douglas,Massachusetts,Alabama,Meet Maggie! Maggie is a 4 year old lab from Alabama. Maggie and her partner in crime Lilly were rescued from the streets down there. No one was out looking for her so our partner rescue took them on. Maggie is a sweet heart. She loves kids. Gets along well with other dogs and has been around cats. Her foster moms does a lot of cat rescue so she encountered  quite a few. Maggie would chase them a little bit but not in an aggressive way. Maggie will be available for adoption come Wednesday June 19th at 10am!,
44906700,https://www.petfinder.com/dog/crayon-44906700/vt/brattleboro/pickens-county-partners-for-pets-al435/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Brattleboro,Vermont,Alabama,"Adoption Fee: $450 Transport Fee: $160 . Our adoption fee includes the spay/neuter, up to date vaccines, microchip, Interstate Health Certificate, and the transport service to get the new family pet to you.  All pets are delivered by a licensed transporter. COMPLETED APPLICATIONS TAKE PRECEDENCE OVER INQUIRIES! If you are interested in adopting, the FIRST step is to complete an application! Please copy and paste the following URL for our adoption application: https://fs29.formsite.com/pickenscountypartnersforpets/form1/index.html Please be advised that our volunteers are busy rescuing, transporting, and caring for our animals. We will respond to your application as soon as possible. Upon review of your application, the rescue in Alabama will contact you, so you can ask any specific questions that you may have.  Note: All dogs are located in foster homes in Alabama and will be transported North after adoption.  If there is more than one decision maker in the home, all of them should be in agreement. We do not adopt to anyone under the age of 21.",
44906513,https://www.petfinder.com/dog/casper-44906513/vt/brattleboro/pickens-county-partners-for-pets-al435/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Brattleboro,Vermont,Alabama,"Adoption Fee: $350 Transport Fee: $160 . Our adoption fee includes the spay/neuter, up to date vaccines, microchip, Interstate Health Certificate, and the transport service to get the new family pet to you.  All pets are delivered by a licensed transporter. COMPLETED APPLICATIONS TAKE PRECEDENCE OVER INQUIRIES! If you are interested in adopting, the FIRST step is to complete an application! Please copy and paste the following URL for our adoption application: https://fs29.formsite.com/pickenscountypartnersforpets/form1/index.html Please be advised that our volunteers are busy rescuing, transporting, and caring for our animals. We will respond to your application as soon as possible. Upon review of your application, the rescue in Alabama will contact you, so you can ask any specific questions that you may have.  Note: All dogs are located in foster homes in Alabama and will be transported North after adoption.  If there is more than one decision maker in the home, all of them should be in agreement. We do not adopt to anyone under the age of 21.",
44906501,https://www.petfinder.com/dog/caper-44906501/vt/brattleboro/pickens-county-partners-for-pets-al435/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Brattleboro,Vermont,Alabama,"Adoption Fee: $350 Transport Fee: $160 . Our adoption fee includes the spay/neuter, up to date vaccines, microchip, Interstate Health Certificate, and the transport service to get the new family pet to you.  All pets are delivered by a licensed transporter. COMPLETED APPLICATIONS TAKE PRECEDENCE OVER INQUIRIES! If you are interested in adopting, the FIRST step is to complete an application! Please copy and paste the following URL for our adoption application: https://fs29.formsite.com/pickenscountypartnersforpets/form1/index.html Please be advised that our volunteers are busy rescuing, transporting, and caring for our animals. We will respond to your application as soon as possible. Upon review of your application, the rescue in Alabama will contact you, so you can ask any specific questions that you may have.  Note: All dogs are located in foster homes in Alabama and will be transported North after adoption.  If there is more than one decision maker in the home, all of them should be in agreement. We do not adopt to anyone under the age of 21.",
44906474,https://www.petfinder.com/dog/willa-44906474/vt/brattleboro/pickens-county-partners-for-pets-al435/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Brattleboro,Vermont,Alabama,"Adoption Fee: $350 Transport Fee: $160 . Our adoption fee includes the spay/neuter, up to date vaccines, microchip, Interstate Health Certificate, and the transport service to get the new family pet to you.  All pets are delivered by a licensed transporter. COMPLETED APPLICATIONS TAKE PRECEDENCE OVER INQUIRIES! If you are interested in adopting, the FIRST step is to complete an application! Please copy and paste the following URL for our adoption application: https://fs29.formsite.com/pickenscountypartnersforpets/form1/index.html Please be advised that our volunteers are busy rescuing, transporting, and caring for our animals. We will respond to your application as soon as possible. Upon review of your application, the rescue in Alabama will contact you, so you can ask any specific questions that you may have.  Note: All dogs are located in foster homes in Alabama and will be transported North after adoption.  If there is more than one decision maker in the home, all of them should be in agreement. We do not adopt to anyone under the age of 21.",
44906449,https://www.petfinder.com/dog/wade-44906449/vt/brattleboro/pickens-county-partners-for-pets-al435/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Brattleboro,Vermont,Alabama,"Adoption Fee: $350 Transport Fee: $160 . Our adoption fee includes the spay/neuter, up to date vaccines, microchip, Interstate Health Certificate, and the transport service to get the new family pet to you.  All pets are delivered by a licensed transporter. COMPLETED APPLICATIONS TAKE PRECEDENCE OVER INQUIRIES! If you are interested in adopting, the FIRST step is to complete an application! Please copy and paste the following URL for our adoption application: https://fs29.formsite.com/pickenscountypartnersforpets/form1/index.html Please be advised that our volunteers are busy rescuing, transporting, and caring for our animals. We will respond to your application as soon as possible. Upon review of your application, the rescue in Alabama will contact you, so you can ask any specific questions that you may have.  Note: All dogs are located in foster homes in Alabama and will be transported North after adoption.  If there is more than one decision maker in the home, all of them should be in agreement. We do not adopt to anyone under the age of 21.",
44906405,https://www.petfinder.com/dog/lux-44906405/vt/brattleboro/pickens-county-partners-for-pets-al435/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Brattleboro,Vermont,Alabama,"Adoption Fee: $350 Transport Fee: $160 . Our adoption fee includes the spay/neuter, up to date vaccines, microchip, Interstate Health Certificate, and the transport service to get the new family pet to you.  All pets are delivered by a licensed transporter. COMPLETED APPLICATIONS TAKE PRECEDENCE OVER INQUIRIES! If you are interested in adopting, the FIRST step is to complete an application! Please copy and paste the following URL for our adoption application: https://fs29.formsite.com/pickenscountypartnersforpets/form1/index.html Please be advised that our volunteers are busy rescuing, transporting, and caring for our animals. We will respond to your application as soon as possible. Upon review of your application, the rescue in Alabama will contact you, so you can ask any specific questions that you may have.  Note: All dogs are located in foster homes in Alabama and will be transported North after adoption.  If there is more than one decision maker in the home, all of them should be in agreement. We do not adopt to anyone under the age of 21.",
44906357,https://www.petfinder.com/dog/thunder-44906357/vt/brattleboro/pickens-county-partners-for-pets-al435/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Brattleboro,Vermont,Alabama,"Adoption Fee: $450 Transport Fee: $160 . Our adoption fee includes the spay/neuter, up to date vaccines, microchip, Interstate Health Certificate, and the transport service to get the new family pet to you.  All pets are delivered by a licensed transporter. COMPLETED APPLICATIONS TAKE PRECEDENCE OVER INQUIRIES! If you are interested in adopting, the FIRST step is to complete an application! Please copy and paste the following URL for our adoption application: https://fs29.formsite.com/pickenscountypartnersforpets/form1/index.html Please be advised that our volunteers are busy rescuing, transporting, and caring for our animals. We will respond to your application as soon as possible. Upon review of your application, the rescue in Alabama will contact you, so you can ask any specific questions that you may have.  Note: All dogs are located in foster homes in Alabama and will be transported North after adoption.  If there is more than one decision maker in the home, all of them should be in agreement. We do not adopt to anyone under the age of 21.",
44906301,https://www.petfinder.com/dog/gypsie-44906301/vt/brattleboro/pickens-county-partners-for-pets-al435/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Brattleboro,Vermont,Alabama,"Adoption Fee: $350 Transport Fee: $160 . Our adoption fee includes the spay/neuter, up to date vaccines, microchip, Interstate Health Certificate, and the transport service to get the new family pet to you.  All pets are delivered by a licensed transporter. COMPLETED APPLICATIONS TAKE PRECEDENCE OVER INQUIRIES! If you are interested in adopting, the FIRST step is to complete an application! Please copy and paste the following URL for our adoption application: https://fs29.formsite.com/pickenscountypartnersforpets/form1/index.html Please be advised that our volunteers are busy rescuing, transporting, and caring for our animals. We will respond to your application as soon as possible. Upon review of your application, the rescue in Alabama will contact you, so you can ask any specific questions that you may have.  Note: All dogs are located in foster homes in Alabama and will be transported North after adoption.  If there is more than one decision maker in the home, all of them should be in agreement. We do not adopt to anyone under the age of 21.",
44906286,https://www.petfinder.com/dog/anastasia-44906286/vt/brattleboro/pickens-county-partners-for-pets-al435/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Brattleboro,Vermont,Alabama,"Adoption Fee: $450 Transport Fee: $160 . Our adoption fee includes the spay/neuter, up to date vaccines, microchip, Interstate Health Certificate, and the transport service to get the new family pet to you.  All pets are delivered by a licensed transporter. COMPLETED APPLICATIONS TAKE PRECEDENCE OVER INQUIRIES! If you are interested in adopting, the FIRST step is to complete an application! Please copy and paste the following URL for our adoption application: https://fs29.formsite.com/pickenscountypartnersforpets/form1/index.html Please be advised that our volunteers are busy rescuing, transporting, and caring for our animals. We will respond to your application as soon as possible. Upon review of your application, the rescue in Alabama will contact you, so you can ask any specific questions that you may have.  Note: All dogs are located in foster homes in Alabama and will be transported North after adoption.  If there is more than one decision maker in the home, all of them should be in agreement. We do not adopt to anyone under the age of 21.",
44906273,https://www.petfinder.com/dog/ariana-44906273/vt/brattleboro/pickens-county-partners-for-pets-al435/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Brattleboro,Vermont,Alabama,"Adoption Fee: $450 Transport Fee: $160 . Our adoption fee includes the spay/neuter, up to date vaccines, microchip, Interstate Health Certificate, and the transport service to get the new family pet to you.  All pets are delivered by a licensed transporter. COMPLETED APPLICATIONS TAKE PRECEDENCE OVER INQUIRIES! If you are interested in adopting, the FIRST step is to complete an application! Please copy and paste the following URL for our adoption application: https://fs29.formsite.com/pickenscountypartnersforpets/form1/index.html Please be advised that our volunteers are busy rescuing, transporting, and caring for our animals. We will respond to your application as soon as possible. Upon review of your application, the rescue in Alabama will contact you, so you can ask any specific questions that you may have.  Note: All dogs are located in foster homes in Alabama and will be transported North after adoption.  If there is more than one decision maker in the home, all of them should be in agreement. We do not adopt to anyone under the age of 21.",
44906239,https://www.petfinder.com/dog/ariel-44906239/vt/brattleboro/pickens-county-partners-for-pets-al435/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Brattleboro,Vermont,Alabama,"Adoption Fee: $450 Transport Fee: $160 . Our adoption fee includes the spay/neuter, up to date vaccines, microchip, Interstate Health Certificate, and the transport service to get the new family pet to you.  All pets are delivered by a licensed transporter. COMPLETED APPLICATIONS TAKE PRECEDENCE OVER INQUIRIES! If you are interested in adopting, the FIRST step is to complete an application! Please copy and paste the following URL for our adoption application: https://fs29.formsite.com/pickenscountypartnersforpets/form1/index.html Please be advised that our volunteers are busy rescuing, transporting, and caring for our animals. We will respond to your application as soon as possible. Upon review of your application, the rescue in Alabama will contact you, so you can ask any specific questions that you may have.  Note: All dogs are located in foster homes in Alabama and will be transported North after adoption.  If there is more than one decision maker in the home, all of them should be in agreement. We do not adopt to anyone under the age of 21.",
44906212,https://www.petfinder.com/dog/apollo-44906212/vt/brattleboro/pickens-county-partners-for-pets-al435/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Brattleboro,Vermont,Alabama,"Adoption Fee: $450 Transport Fee: $160 . Our adoption fee includes the spay/neuter, up to date vaccines, microchip, Interstate Health Certificate, and the transport service to get the new family pet to you.  All pets are delivered by a licensed transporter. COMPLETED APPLICATIONS TAKE PRECEDENCE OVER INQUIRIES! If you are interested in adopting, the FIRST step is to complete an application! Please copy and paste the following URL for our adoption application: https://fs29.formsite.com/pickenscountypartnersforpets/form1/index.html Please be advised that our volunteers are busy rescuing, transporting, and caring for our animals. We will respond to your application as soon as possible. Upon review of your application, the rescue in Alabama will contact you, so you can ask any specific questions that you may have.  Note: All dogs are located in foster homes in Alabama and will be transported North after adoption.  If there is more than one decision maker in the home, all of them should be in agreement. We do not adopt to anyone under the age of 21.",
44836900,https://www.petfinder.com/dog/andy-44836900/vt/east-dover/no-greater-love-al383/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,East Dover,Vermont,Alabama,"These adorable puppies were abandoned in a ladies yard in rural Alabama when they were only one week old.  Luckily, she was a kind-hearted lady who even with small children took on bottle feeding 9 orphan puppies.  They are now ready for their homes and they are fantastic much loved puppies.  We received a call from a rural kill shelter in Alabama in regards to these sweet puppies.  The mom was pregnant and gave birth in the shelter.  They are truly gorgeous little bullies that deserve the best homes ever! COMPLETED APPLICATIONS TAKE PRECEDENCE OVER INQUIRIES! IF you are interested in adopting, the FIRST step is to complete an application! Please email for an Application or copy and paste the following URL: https://fs26.formsite.com/nogreaterlove/form2/index.html Upon receipt of your application, the rescuer and foster in AL will contact you so you can ask any specific questions you may have! If there is more than one decision maker in the home, all of them should be in agreement! Thank you for your understanding and consideration and for helping the dogs and puppies in need! Adoption Donation: Unless otherwise stated in the pet's bio, our standard adoption fee is $495 which covers age appropriate vaccines (DHPP vax) and (Rabies vax if 12 weeks and older), utd on flea/tick prevention and heartworm prevention, worming, heartworm test @ age 6 months or older, microchip, fostering costs and health certificate. Puppy will be adopted on a spay/neuter contract due to size. Within 6 months of adoption up to $100.00 will be refunded when paperwork is sent in showing puppy has been spayed or neutered. We do not adopt to anyone under the age of 21",
44781063,https://www.petfinder.com/dog/mila-44781063/ct/enfield/yappy-tails-animal-rescue-inc-ct585/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Enfield,Connecticut,Alabama,"**Please note: Due to strict import and quarantine laws, we are unable to adopt to residents of Massachusetts.**Friends, meet Mila! Mila is a 1-2 year old lab mix who is joining us from Alabama. Mila is a bit reserved, but open to playing with other dogs and is indifferent towards cats.She wants to cuddle up close, but needs a second to trust someone. Once she does trust, she loves to give kisses!What a precious sweetheart she is. Although Mila lacks some confidence right now, she is starting to open up.She would love to be in a home with another dog as a playmate and would enjoy a fenced in backyard.Mila is learning her indoor manners and is doing well with housetraining. She loves to play with her fellow foster dogs, loves kids and adults. She just needs someone with patience to allow her to open up. She does have some separation anxiety, however she is not destructive, she just prefers to be with her people.She is spayed, heartworm negative, and UTD on all shots. She is on flea and tick preventative and heartworm preventative.If you are interested in Mila,please apply online at yappytails.org/adoption-process/. Our adoption fee is $450.00.",
44771856,https://www.petfinder.com/dog/benny-44771856/vt/east-dover/no-greater-love-al383/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,East Dover,Vermont,Alabama,"This sweet mom and her puppies came to us from an irresponsible owner in Alabama.  She called us and told us that she had to move because of her job and could not take her dogs with her.  We agreed to help her out and take them.  The next week we saw her trying to get another dog on Facebook.  It appears she just did not want the dogs that she had.  We cannot understand why.  The mom is sweet as she can be and the puppies are adorable!  I'm just glad that now we can find them a place where they can be loved and cherished forever!  COMPLETED APPLICATIONS TAKE PRECEDENCE OVER INQUIRIES! IF you are interested in adopting, the FIRST step is to complete an application! Please email for an Application or copy and paste the following URL:https://fs26.formsite.com/nogreaterlove/form2/index.htmlUpon receipt of your application, the rescuer and foster in AL will contact you so you can ask any specific questions you may have! If there is more than one decision maker in the home, all of them should be in agreement! Thank you for your understanding and consideration and for helping the dogs and puppies in need! Adoption Donation: Unless otherwise stated in the pet's bio, our standard adoption fee is $495 which covers age appropriate vaccines (DHPP vax) and (Rabies vax if 12 weeks and older), utd on flea/tick prevention and heartworm prevention, worming, heartworm test @ age 6 months or older, microchip, fostering costs and health certificate. Puppy will be adopted on a spay/neuter contract due to size.  Within 6 months of adoption up to $100.00 will be refunded when paperwork is sent in showing puppy has been spayed or neutered. We do not adopt to anyone under the age of 21",
44771752,https://www.petfinder.com/dog/ms-mitzi-44771752/vt/east-dover/no-greater-love-al383/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,East Dover,Vermont,Alabama,"We received a call from a rural kill shelter in Alabama in regards to these sweet puppies.  The owner had brought in all 5 at one week old and turned them in without the mom.  The shelter director told her that without the mom they would have to euthanize the babies.  They told her they understood and walked away.  Thankfully, the director reached out to us and we immediately took on these little angels.   They come prespoiled.  They opened their eyes looking into our faces so they do not understand that they are dogs.  They are truly gorgeous little ones that deserve the best homes ever! COMPLETED APPLICATIONS TAKE PRECEDENCE OVER INQUIRIES! IF you are interested in adopting, the FIRST step is to complete an application! Please email for an Application or copy and paste the following URL: https://fs26.formsite.com/nogreaterlove/form2/index.html Upon receipt of your application, the rescuer and foster in AL will contact you so you can ask any specific questions you may have! If there is more than one decision maker in the home, all of them should be in agreement! Thank you for your understanding and consideration and for helping the dogs and puppies in need! Adoption Donation: Unless otherwise stated in the pet's bio, our standard adoption fee is $495 which covers age appropriate vaccines (DHPP vax) and (Rabies vax if 12 weeks and older), utd on flea/tick prevention and heartworm prevention, worming, heartworm test @ age 6 months or older, microchip, fostering costs and health certificate. Puppy will be adopted on a spay/neuter contract due to size. Within 6 months of adoption up to $100.00 will be refunded when paperwork is sent in showing puppy has been spayed or neutered. We do not adopt to anyone under the age of 21",
